query,rule_id,similarity_score,ollama_score
Create a Kubernetes master node with network error rate monitoring,r24,0.6351,0.5
Create a Kubernetes master node with network error rate monitoring,r25,0.6465,0.5
Create a Kubernetes master node with network error rate monitoring,r26,0.6721,0.5
Create a Kubernetes master node with network error rate monitoring,r27,0.6134,0.5
Create a Kubernetes master node with network error rate monitoring,r28,0.7182,0.8
Create a Kubernetes master node with network error rate monitoring,r29,0.6589,0.8
Create a Kubernetes master node with network error rate monitoring,r30,0.7182,0.8
Create a Kubernetes master node with network error rate monitoring,r31,0.6334,0.8
Create a Kubernetes master node with network error rate monitoring,r32,0.3609,0.4
Create a Kubernetes master node with network error rate monitoring,r33,0.5862,0.5
Setup a blockchain node with DPDK network safeguards and CPU headroom,r1,0.3395,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r2,0.3717,0.3
Setup a blockchain node with DPDK network safeguards and CPU headroom,r3,0.326,0.4
Setup a blockchain node with DPDK network safeguards and CPU headroom,r4,0.4454,0.3
Setup a blockchain node with DPDK network safeguards and CPU headroom,r5,0.4179,0.4
Setup a blockchain node with DPDK network safeguards and CPU headroom,r6,0.1829,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r7,0.3722,0.6
Setup a blockchain node with DPDK network safeguards and CPU headroom,r8,0.3173,0.7
Setup a blockchain node with DPDK network safeguards and CPU headroom,r9,0.3578,0.6
Setup a blockchain node with DPDK network safeguards and CPU headroom,r10,0.3426,0.7
Setup a blockchain node with DPDK network safeguards and CPU headroom,r11,0.1698,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r12,0.1414,0.1
Setup a blockchain node with DPDK network safeguards and CPU headroom,r13,0.1966,0.1
Setup a blockchain node with DPDK network safeguards and CPU headroom,r14,0.1483,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r15,0.4387,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r16,0.4156,0.2
Setup a blockchain node with DPDK network safeguards and CPU headroom,r17,0.2581,0.05
Setup a blockchain node with DPDK network safeguards and CPU headroom,r18,0.3703,0.2
Setup a blockchain node with DPDK network safeguards and CPU headroom,r19,0.354,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r20,0.3662,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r21,0.354,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r22,0.3664,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r23,0.5738,0.9
Setup a blockchain node with DPDK network safeguards and CPU headroom,r24,0.5523,0.9
Setup a blockchain node with DPDK network safeguards and CPU headroom,r25,0.5047,0.9
Setup a blockchain node with DPDK network safeguards and CPU headroom,r26,0.5471,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r27,0.4502,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r28,0.4921,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r29,0.5284,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r30,0.4921,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r31,0.5039,0.8
Setup a blockchain node with DPDK network safeguards and CPU headroom,r32,0.4847,0.9
Setup a blockchain node with DPDK network safeguards and CPU headroom,r33,0.592,0.9
Implement a real-time streaming service with RX/TX error prevention,r1,0.3104,0.05
Implement a real-time streaming service with RX/TX error prevention,r2,0.3455,0.1
Implement a real-time streaming service with RX/TX error prevention,r3,0.3997,0.1
Implement a real-time streaming service with RX/TX error prevention,r4,0.362,0.1
Implement a real-time streaming service with RX/TX error prevention,r5,0.4615,0.1
Implement a real-time streaming service with RX/TX error prevention,r6,0.1122,0.0
Implement a real-time streaming service with RX/TX error prevention,r7,0.2008,0.1
Implement a real-time streaming service with RX/TX error prevention,r8,0.3029,0.1
Implement a real-time streaming service with RX/TX error prevention,r9,0.2051,0.1
Implement a real-time streaming service with RX/TX error prevention,r10,0.3307,0.1
Implement a real-time streaming service with RX/TX error prevention,r11,0.1519,0.0
Implement a real-time streaming service with RX/TX error prevention,r12,0.1969,0.0
Implement a real-time streaming service with RX/TX error prevention,r13,0.3941,0.0
Implement a real-time streaming service with RX/TX error prevention,r14,0.1932,0.0
Implement a real-time streaming service with RX/TX error prevention,r15,0.1984,0.0
Implement a real-time streaming service with RX/TX error prevention,r16,0.4278,0.7
Implement a real-time streaming service with RX/TX error prevention,r17,0.0862,0.0
Implement a real-time streaming service with RX/TX error prevention,r18,0.1984,0.7
Implement a real-time streaming service with RX/TX error prevention,r19,0.277,0.9
Implement a real-time streaming service with RX/TX error prevention,r20,0.2596,0.9
Implement a real-time streaming service with RX/TX error prevention,r21,0.277,0.9
Implement a real-time streaming service with RX/TX error prevention,r22,0.2584,0.9
Implement a real-time streaming service with RX/TX error prevention,r23,0.3506,0.5
Implement a real-time streaming service with RX/TX error prevention,r24,0.288,0.5
Implement a real-time streaming service with RX/TX error prevention,r25,0.3206,0.5
Implement a real-time streaming service with RX/TX error prevention,r26,0.2981,0.5
Implement a real-time streaming service with RX/TX error prevention,r27,0.2666,0.5
Implement a real-time streaming service with RX/TX error prevention,r28,0.3562,0.9
Implement a real-time streaming service with RX/TX error prevention,r29,0.3494,0.9
Implement a real-time streaming service with RX/TX error prevention,r30,0.3562,0.9
Implement a real-time streaming service with RX/TX error prevention,r31,0.338,0.9
Implement a real-time streaming service with RX/TX error prevention,r32,0.3595,0.5
Implement a real-time streaming service with RX/TX error prevention,r33,0.409,0.5
Deploy a high-frequency trading system with zero packet drops,r1,0.4173,0.05
Deploy a high-frequency trading system with zero packet drops,r2,0.4531,0.1
Deploy a high-frequency trading system with zero packet drops,r3,0.3984,0.1
Deploy a high-frequency trading system with zero packet drops,r4,0.4039,0.1
Deploy a high-frequency trading system with zero packet drops,r5,0.3632,0.1
Deploy a high-frequency trading system with zero packet drops,r6,0.353,0.05
Deploy a high-frequency trading system with zero packet drops,r7,0.3406,0.2
Deploy a high-frequency trading system with zero packet drops,r8,0.3638,0.2
Deploy a high-frequency trading system with zero packet drops,r9,0.2564,0.2
Deploy a high-frequency trading system with zero packet drops,r10,0.2922,0.2
Deploy a high-frequency trading system with zero packet drops,r11,0.3669,0.05
Deploy a high-frequency trading system with zero packet drops,r12,0.3437,0.05
Deploy a high-frequency trading system with zero packet drops,r13,0.4096,0.4
Deploy a high-frequency trading system with zero packet drops,r14,0.3284,0.05
Deploy a high-frequency trading system with zero packet drops,r15,0.2497,0.0
Deploy a high-frequency trading system with zero packet drops,r16,0.4455,0.7
Deploy a high-frequency trading system with zero packet drops,r17,0.5069,0.1
Deploy a high-frequency trading system with zero packet drops,r18,0.5621,0.7
Deploy a high-frequency trading system with zero packet drops,r19,0.4793,0.8
Deploy a high-frequency trading system with zero packet drops,r20,0.636,0.9
Deploy a high-frequency trading system with zero packet drops,r21,0.4793,0.8
Deploy a high-frequency trading system with zero packet drops,r22,0.5651,0.9
Deploy a high-frequency trading system with zero packet drops,r23,0.442,0.5
Deploy a high-frequency trading system with zero packet drops,r24,0.3775,0.5
Deploy a high-frequency trading system with zero packet drops,r25,0.3223,0.5
Deploy a high-frequency trading system with zero packet drops,r26,0.3183,0.5
Deploy a high-frequency trading system with zero packet drops,r27,0.3069,0.5
Deploy a high-frequency trading system with zero packet drops,r28,0.3487,0.8
Deploy a high-frequency trading system with zero packet drops,r29,0.4639,0.9
Deploy a high-frequency trading system with zero packet drops,r30,0.3487,0.8
Deploy a high-frequency trading system with zero packet drops,r31,0.4165,0.9
Deploy a high-frequency trading system with zero packet drops,r32,0.3349,0.4
Deploy a high-frequency trading system with zero packet drops,r33,0.3768,0.5
Create an AI inference server with memory buffer monitoring,r1,0.6537,0.1
Create an AI inference server with memory buffer monitoring,r2,0.6489,0.8
Create an AI inference server with memory buffer monitoring,r3,0.5247,0.9
Create an AI inference server with memory buffer monitoring,r4,0.7164,0.8
Create an AI inference server with memory buffer monitoring,r5,0.6176,0.9
Create an AI inference server with memory buffer monitoring,r6,0.1075,0.2
Create an AI inference server with memory buffer monitoring,r7,0.3307,0.3
Create an AI inference server with memory buffer monitoring,r8,0.2474,0.4
